Date,Time (GMT),Verified (ft)
10/8/1985,23:00,0.11
10/9/1985,0:00,-0.83
10/9/1985,1:00,-1.49
10/9/1985,2:00,-1.92
10/9/1985,3:00,-2
10/9/1985,4:00,-1.81
10/9/1985,5:00,-1.32
10/9/1985,6:00,-0.73
10/9/1985,7:00,-0.17
10/9/1985,8:00,0.21
10/9/1985,9:00,0.41
10/9/1985,10:00,0.16
10/9/1985,11:00,-0.29
10/9/1985,12:00,-0.95
10/9/1985,13:00,-1.64
10/9/1985,14:00,-1.98
10/9/1985,15:00,-2
10/9/1985,16:00,-1.77
10/9/1985,17:00,-1.21
10/9/1985,18:00,-0.38
10/9/1985,19:00,0.42
10/9/1985,20:00,1.16
10/9/1985,21:00,1.44
10/9/1985,22:00,1.4
10/9/1985,23:00,0.88
